Código Departamento;Departamento;Código Entidad;Entidad;Dimensión;Subcategoría;Indicador;Dato Numérico;Dato Cualitativo;Año;Mes;Fuente;Unidad de Medida
01;Colombia;01001;Colombia;Ordenamiento Territorial;Catastro;Total de predios;14.702.892,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05000;Antioquia;Ordenamiento Territorial;Catastro;Total de predios;2.105.872,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05001;Medellín;Ordenamiento Territorial;Catastro;Total de predios;858.067,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05002;Abejorral;Ordenamiento Territorial;Catastro;Total de predios;10.292,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05004;Abriaquí;Ordenamiento Territorial;Catastro;Total de predios;1.146,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05021;Alejandría;Ordenamiento Territorial;Catastro;Total de predios;2.388,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05030;Amagá;Ordenamiento Territorial;Catastro;Total de predios;8.956,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05031;Amalfi;Ordenamiento Territorial;Catastro;Total de predios;6.878,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05034;Andes;Ordenamiento Territorial;Catastro;Total de predios;13.186,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05036;Angelópolis;Ordenamiento Territorial;Catastro;Total de predios;2.014,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05038;Angostura;Ordenamiento Territorial;Catastro;Total de predios;4.740,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05040;Anorí;Ordenamiento Territorial;Catastro;Total de predios;5.303,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05042;Santafé de Antioquia;Ordenamiento Territorial;Catastro;Total de predios;13.022,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05044;Anzá;Ordenamiento Territorial;Catastro;Total de predios;2.976,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05045;Apartadó;Ordenamiento Territorial;Catastro;Total de predios;30.546,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05051;Arboletes;Ordenamiento Territorial;Catastro;Total de predios;8.485,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05055;Argelia;Ordenamiento Territorial;Catastro;Total de predios;3.780,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05059;Armenia;Ordenamiento Territorial;Catastro;Total de predios;1.868,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05079;Barbosa;Ordenamiento Territorial;Catastro;Total de predios;16.266,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05086;Belmira;Ordenamiento Territorial;Catastro;Total de predios;2.157,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05088;Bello;Ordenamiento Territorial;Catastro;Total de predios;107.926,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05091;Betania;Ordenamiento Territorial;Catastro;Total de predios;3.106,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05093;Betulia;Ordenamiento Territorial;Catastro;Total de predios;5.798,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05101;Ciudad Bolívar;Ordenamiento Territorial;Catastro;Total de predios;7.770,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05107;Briceño;Ordenamiento Territorial;Catastro;Total de predios;2.660,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05113;Buriticá;Ordenamiento Territorial;Catastro;Total de predios;3.222,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05120;Cáceres;Ordenamiento Territorial;Catastro;Total de predios;7.089,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05125;Caicedo;Ordenamiento Territorial;Catastro;Total de predios;3.047,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05129;Caldas;Ordenamiento Territorial;Catastro;Total de predios;18.231,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05134;Campamento;Ordenamiento Territorial;Catastro;Total de predios;3.310,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05138;Cañasgordas;Ordenamiento Territorial;Catastro;Total de predios;6.065,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05142;Caracolí;Ordenamiento Territorial;Catastro;Total de predios;1.784,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05145;Caramanta;Ordenamiento Territorial;Catastro;Total de predios;3.299,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05147;Carepa;Ordenamiento Territorial;Catastro;Total de predios;12.942,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05148;El Carmen de Viboral;Ordenamiento Territorial;Catastro;Total de predios;18.036,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05150;Carolina;Ordenamiento Territorial;Catastro;Total de predios;1.871,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05154;Caucasia;Ordenamiento Territorial;Catastro;Total de predios;24.008,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05172;Chigorodó;Ordenamiento Territorial;Catastro;Total de predios;18.148,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05190;Cisneros;Ordenamiento Territorial;Catastro;Total de predios;3.287,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05197;Cocorná;Ordenamiento Territorial;Catastro;Total de predios;7.489,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05206;Concepción;Ordenamiento Territorial;Catastro;Total de predios;3.447,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05209;Concordia;Ordenamiento Territorial;Catastro;Total de predios;5.768,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05212;Copacabana;Ordenamiento Territorial;Catastro;Total de predios;21.475,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05234;Dabeiba;Ordenamiento Territorial;Catastro;Total de predios;6.325,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05237;Don Matías;Ordenamiento Territorial;Catastro;Total de predios;6.979,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05240;Ebéjico;Ordenamiento Territorial;Catastro;Total de predios;5.832,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05250;El Bagre;Ordenamiento Territorial;Catastro;Total de predios;11.327,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05264;Entrerrios;Ordenamiento Territorial;Catastro;Total de predios;4.139,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05266;Envigado;Ordenamiento Territorial;Catastro;Total de predios;91.819,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05282;Fredonia;Ordenamiento Territorial;Catastro;Total de predios;8.712,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05284;Frontino;Ordenamiento Territorial;Catastro;Total de predios;5.550,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05306;Giraldo;Ordenamiento Territorial;Catastro;Total de predios;2.305,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05308;Girardota;Ordenamiento Territorial;Catastro;Total de predios;14.132,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05310;Gómez Plata;Ordenamiento Territorial;Catastro;Total de predios;3.878,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05313;Granada;Ordenamiento Territorial;Catastro;Total de predios;8.298,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05315;Guadalupe;Ordenamiento Territorial;Catastro;Total de predios;2.471,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05318;Guarne;Ordenamiento Territorial;Catastro;Total de predios;18.687,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05321;Guatapé;Ordenamiento Territorial;Catastro;Total de predios;3.508,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05347;Heliconia;Ordenamiento Territorial;Catastro;Total de predios;2.829,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05353;Hispania;Ordenamiento Territorial;Catastro;Total de predios;1.752,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05360;Itagüí;Ordenamiento Territorial;Catastro;Total de predios;94.586,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05361;Ituango;Ordenamiento Territorial;Catastro;Total de predios;6.770,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05364;Jardín;Ordenamiento Territorial;Catastro;Total de predios;5.302,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05368;Jericó;Ordenamiento Territorial;Catastro;Total de predios;4.882,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05376;La Ceja;Ordenamiento Territorial;Catastro;Total de predios;18.163,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05380;La Estrella;Ordenamiento Territorial;Catastro;Total de predios;14.997,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05390;La Pintada;Ordenamiento Territorial;Catastro;Total de predios;2.992,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05400;La Unión;Ordenamiento Territorial;Catastro;Total de predios;7.107,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05411;Liborina;Ordenamiento Territorial;Catastro;Total de predios;5.090,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05425;Maceo;Ordenamiento Territorial;Catastro;Total de predios;3.271,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05440;Marinilla;Ordenamiento Territorial;Catastro;Total de predios;18.318,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05467;Montebello;Ordenamiento Territorial;Catastro;Total de predios;4.220,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05475;Murindó;Ordenamiento Territorial;Catastro;Total de predios;440,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05480;Mutatá;Ordenamiento Territorial;Catastro;Total de predios;4.382,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05483;Nariño;Ordenamiento Territorial;Catastro;Total de predios;4.964,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05490;Necoclí;Ordenamiento Territorial;Catastro;Total de predios;11.874,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05495;Nechí;Ordenamiento Territorial;Catastro;Total de predios;5.099,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05501;Olaya;Ordenamiento Territorial;Catastro;Total de predios;2.125,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05541;Peñol;Ordenamiento Territorial;Catastro;Total de predios;10.213,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05543;Peque;Ordenamiento Territorial;Catastro;Total de predios;4.065,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05576;Pueblorrico;Ordenamiento Territorial;Catastro;Total de predios;3.139,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05579;Puerto Berrío;Ordenamiento Territorial;Catastro;Total de predios;11.875,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05585;Puerto Nare;Ordenamiento Territorial;Catastro;Total de predios;4.664,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05591;Puerto Triunfo;Ordenamiento Territorial;Catastro;Total de predios;5.205,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05604;Remedios;Ordenamiento Territorial;Catastro;Total de predios;7.656,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05607;Retiro;Ordenamiento Territorial;Catastro;Total de predios;9.860,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05615;Rionegro;Ordenamiento Territorial;Catastro;Total de predios;41.982,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05628;Sabanalarga;Ordenamiento Territorial;Catastro;Total de predios;5.388,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05631;Sabaneta;Ordenamiento Territorial;Catastro;Total de predios;22.709,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05642;Salgar;Ordenamiento Territorial;Catastro;Total de predios;5.956,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05647;San Andrés de Cuerquía;Ordenamiento Territorial;Catastro;Total de predios;3.206,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05649;San Carlos;Ordenamiento Territorial;Catastro;Total de predios;9.354,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05652;San Francisco;Ordenamiento Territorial;Catastro;Total de predios;2.903,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05656;San Jerónimo;Ordenamiento Territorial;Catastro;Total de predios;7.282,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05658;San José de La Montaña;Ordenamiento Territorial;Catastro;Total de predios;1.027,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05659;San Juan de Urabá;Ordenamiento Territorial;Catastro;Total de predios;4.703,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05660;San Luis;Ordenamiento Territorial;Catastro;Total de predios;5.505,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05664;San Pedro de Los Milagros;Ordenamiento Territorial;Catastro;Total de predios;7.826,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05665;San Pedro de Urabá;Ordenamiento Territorial;Catastro;Total de predios;7.113,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05667;San Rafael;Ordenamiento Territorial;Catastro;Total de predios;6.744,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05670;San Roque;Ordenamiento Territorial;Catastro;Total de predios;6.230,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05674;San Vicente;Ordenamiento Territorial;Catastro;Total de predios;11.772,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05679;Santa Bárbara;Ordenamiento Territorial;Catastro;Total de predios;10.261,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05686;Santa Rosa de Osos;Ordenamiento Territorial;Catastro;Total de predios;13.190,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05690;Santo Domingo;Ordenamiento Territorial;Catastro;Total de predios;5.262,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05697;El Santuario;Ordenamiento Territorial;Catastro;Total de predios;12.292,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05736;Segovia;Ordenamiento Territorial;Catastro;Total de predios;10.060,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05756;Sonsón;Ordenamiento Territorial;Catastro;Total de predios;15.499,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05761;Sopetrán;Ordenamiento Territorial;Catastro;Total de predios;8.348,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05789;Támesis;Ordenamiento Territorial;Catastro;Total de predios;6.906,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05790;Tarazá;Ordenamiento Territorial;Catastro;Total de predios;11.218,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05792;Tarso;Ordenamiento Territorial;Catastro;Total de predios;2.129,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05809;Titiribí;Ordenamiento Territorial;Catastro;Total de predios;3.983,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05819;Toledo;Ordenamiento Territorial;Catastro;Total de predios;2.133,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05837;Turbo;Ordenamiento Territorial;Catastro;Total de predios;37.627,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05842;Uramita;Ordenamiento Territorial;Catastro;Total de predios;2.146,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05847;Urrao;Ordenamiento Territorial;Catastro;Total de predios;10.928,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05854;Valdivia;Ordenamiento Territorial;Catastro;Total de predios;4.108,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05856;Valparaíso;Ordenamiento Territorial;Catastro;Total de predios;2.839,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05858;Vegachí;Ordenamiento Territorial;Catastro;Total de predios;4.043,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05861;Venecia;Ordenamiento Territorial;Catastro;Total de predios;5.395,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05873;Vigía del Fuerte;Ordenamiento Territorial;Catastro;Total de predios;778,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05885;Yalí;Ordenamiento Territorial;Catastro;Total de predios;2.231,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05887;Yarumal;Ordenamiento Territorial;Catastro;Total de predios;12.324,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05890;Yolombó;Ordenamiento Territorial;Catastro;Total de predios;7.229,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05893;Yondó;Ordenamiento Territorial;Catastro;Total de predios;6.201,00;;2012;12;IGAC;Millones de pesos corrientes
05;Antioquia;05895;Zaragoza;Ordenamiento Territorial;Catastro;Total de predios;7.392,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08000;Atlántico;Ordenamiento Territorial;Catastro;Total de predios;582.965,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08001;Barranquilla;Ordenamiento Territorial;Catastro;Total de predios;304.541,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08078;Baranoa;Ordenamiento Territorial;Catastro;Total de predios;15.231,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08137;Campo de La Cruz;Ordenamiento Territorial;Catastro;Total de predios;8.376,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08141;Candelaria;Ordenamiento Territorial;Catastro;Total de predios;3.806,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08296;Galapa;Ordenamiento Territorial;Catastro;Total de predios;11.328,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08372;Juan de Acosta;Ordenamiento Territorial;Catastro;Total de predios;6.777,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08421;Luruaco;Ordenamiento Territorial;Catastro;Total de predios;6.200,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08433;Malambo;Ordenamiento Territorial;Catastro;Total de predios;24.175,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08436;Manatí;Ordenamiento Territorial;Catastro;Total de predios;4.658,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08520;Palmar de Varela;Ordenamiento Territorial;Catastro;Total de predios;6.682,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08549;Piojó;Ordenamiento Territorial;Catastro;Total de predios;1.453,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08558;Polonuevo;Ordenamiento Territorial;Catastro;Total de predios;3.901,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08560;Ponedera;Ordenamiento Territorial;Catastro;Total de predios;5.396,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08573;Puerto Colombia;Ordenamiento Territorial;Catastro;Total de predios;12.738,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08606;Repelón;Ordenamiento Territorial;Catastro;Total de predios;7.922,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08634;Sabanagrande;Ordenamiento Territorial;Catastro;Total de predios;7.063,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08638;Sabanalarga;Ordenamiento Territorial;Catastro;Total de predios;19.427,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08675;Santa Lucía;Ordenamiento Territorial;Catastro;Total de predios;3.551,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08685;Santo Tomás;Ordenamiento Territorial;Catastro;Total de predios;6.637,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08758;Soledad;Ordenamiento Territorial;Catastro;Total de predios;112.355,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08770;Suan;Ordenamiento Territorial;Catastro;Total de predios;2.259,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08832;Tubará;Ordenamiento Territorial;Catastro;Total de predios;6.105,00;;2012;12;IGAC;Millones de pesos corrientes
08;Atlántico;08849;Usiacurí;Ordenamiento Territorial;Catastro;Total de predios;2.384,00;;2012;12;IGAC;Millones de pesos corrientes
11;Bogotá;11001;Bogotá;Ordenamiento Territorial;Catastro;Total de predios;2.262.966,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13000;Bolívar;Ordenamiento Territorial;Catastro;Total de predios;498.689,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13001;Cartagena;Ordenamiento Territorial;Catastro;Total de predios;246.303,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13006;Achí;Ordenamiento Territorial;Catastro;Total de predios;4.323,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13030;Altos del Rosario;Ordenamiento Territorial;Catastro;Total de predios;2.160,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13042;Arenal;Ordenamiento Territorial;Catastro;Total de predios;2.019,00;;2012;12;IGAC;Millones de pesos corrientes
13;Bolívar;13052;Arjona;Ordenamiento Territorial;Catastro;Total de predios;15.209,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52696;Santa Bárbara;Ordenamiento Territorial;Catastro;Total de predios;1.177,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52699;Santacruz;Ordenamiento Territorial;Catastro;Total de predios;4.638,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52720;Sapuyes;Ordenamiento Territorial;Catastro;Total de predios;3.027,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52786;Taminango;Ordenamiento Territorial;Catastro;Total de predios;11.336,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52788;Tangua;Ordenamiento Territorial;Catastro;Total de predios;6.043,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52835;San Andrés de Tumaco;Ordenamiento Territorial;Catastro;Total de predios;44.794,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52838;Túquerres;Ordenamiento Territorial;Catastro;Total de predios;15.024,00;;2012;12;IGAC;Millones de pesos corrientes
52;Nariño;52885;Yacuanquer;Ordenamiento Territorial;Catastro;Total de predios;5.323,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54000;Norte de Santander;Ordenamiento Territorial;Catastro;Total de predios;447.016,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54001;Cúcuta;Ordenamiento Territorial;Catastro;Total de predios;217.352,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54003;Ábrego;Ordenamiento Territorial;Catastro;Total de predios;7.824,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54051;Arboledas;Ordenamiento Territorial;Catastro;Total de predios;3.564,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54099;Bochalema;Ordenamiento Territorial;Catastro;Total de predios;2.519,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54109;Bucarasica;Ordenamiento Territorial;Catastro;Total de predios;1.571,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54125;Cácota;Ordenamiento Territorial;Catastro;Total de predios;1.678,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54128;Cachirá;Ordenamiento Territorial;Catastro;Total de predios;3.470,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54172;Chinácota;Ordenamiento Territorial;Catastro;Total de predios;7.430,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54174;Chitagá;Ordenamiento Territorial;Catastro;Total de predios;4.791,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54206;Convención;Ordenamiento Territorial;Catastro;Total de predios;5.534,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54223;Cucutilla;Ordenamiento Territorial;Catastro;Total de predios;3.552,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54239;Durania;Ordenamiento Territorial;Catastro;Total de predios;1.478,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54245;El Carmen;Ordenamiento Territorial;Catastro;Total de predios;4.456,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54250;El Tarra;Ordenamiento Territorial;Catastro;Total de predios;4.160,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54261;El Zulia;Ordenamiento Territorial;Catastro;Total de predios;7.100,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54313;Gramalote;Ordenamiento Territorial;Catastro;Total de predios;2.543,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54344;Hacarí;Ordenamiento Territorial;Catastro;Total de predios;1.559,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54347;Herrán;Ordenamiento Territorial;Catastro;Total de predios;1.299,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54377;Labateca;Ordenamiento Territorial;Catastro;Total de predios;2.839,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54385;La Esperanza;Ordenamiento Territorial;Catastro;Total de predios;3.099,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54398;La Playa;Ordenamiento Territorial;Catastro;Total de predios;1.995,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54405;Los Patios;Ordenamiento Territorial;Catastro;Total de predios;24.015,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54418;Lourdes;Ordenamiento Territorial;Catastro;Total de predios;1.122,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54480;Mutiscua;Ordenamiento Territorial;Catastro;Total de predios;1.942,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54498;Ocaña;Ordenamiento Territorial;Catastro;Total de predios;33.301,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54518;Pamplona;Ordenamiento Territorial;Catastro;Total de predios;16.035,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54520;Pamplonita;Ordenamiento Territorial;Catastro;Total de predios;2.170,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54553;Puerto Santander;Ordenamiento Territorial;Catastro;Total de predios;2.978,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54599;Ragonvalia;Ordenamiento Territorial;Catastro;Total de predios;1.815,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54660;Salazar;Ordenamiento Territorial;Catastro;Total de predios;3.516,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54670;San Calixto;Ordenamiento Territorial;Catastro;Total de predios;3.684,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54673;San Cayetano;Ordenamiento Territorial;Catastro;Total de predios;1.919,00;;2012;12;IGAC;Millones de pesos corrientes
54;Norte de Santander;54680;Santiago;Ordenamiento Territorial;Catastro;Total de predios;971,00;;2012;12;IGAC;Millones de pesos corrientes
